id_musica,titulo,artista,genero,ano_lancamento,duracao_ms,popularidade,streams_milhoes,danceability,energy,valence,acousticness,speechiness,liveness,bpm,tom,modo,explicito,selo
TRK07576,Light Alone,Foo Fighters,Rock,2019,166301,58,713.0,0.591,0.768,0.668,0.375,0.235,0.045,93,C,Menor,Não,RCA Records
TRK07577,Corazón Provócame,J Balvin,Latin,2017,233081,64,828.7,0.835,0.628,0.37,0.42,0.389,0.131,139,B,Maior,Não,Interscope
TRK07578,Today Young Rain,Drake,Hip-Hop,2017,204640,66,804.6,0.904,0.516,0.306,0.182,0.069,0.326,91,F#,Menor,Não,Columbia Records
TRK07579,Goodbye Dancing Tomorrow,Calvin Harris,Electronic,2021,232909,63,733.7,0.762,0.927,0.456,0.286,0.395,0.087,132,F#,Menor,Não,Sony Music
TRK07580,Lonely Somewhere,Maren Morris,Country,2011,237397,53,697.1,0.603,0.65,0.842,0.374,0.378,0.271,91,D,Maior,Sim,Columbia Records
TRK07581,Memories Light,Kendrick Lamar,Hip-Hop,2020,162103,88,1085.2,0.722,0.41,0.794,0.115,0.211,0.064,89,G#,Menor,Não,Universal Music
TRK07582,Star Love Stay,Carrie Underwood,Country,2025,178704,65,848.3,0.537,0.408,0.447,0.51,0.186,0.373,88,F#,Maior,Não,Interscope
TRK07583,Shine Young,Tim McGraw,Country,2021,201798,38,453.6,0.407,0.547,0.599,0.206,0.114,0.051,125,C,Menor,Sim,Interscope
TRK07584,Higher,Kanye West,Hip-Hop,2014,228285,45,548.3,0.733,0.767,0.589,0.199,0.303,0.19,88,F,Menor,Sim,Def Jam
TRK07585,Vida,Nicky Jam,Latin,2015,199959,79,907.3,0.633,0.861,0.556,0.421,0.489,0.123,127,C#,Maior,Não,Republic Records
TRK07586,Better Together,Calvin Harris,Electronic,2019,174510,40,499.8,0.777,0.776,0.238,0.062,0.21,0.098,142,D#,Menor,Não,RCA Records
TRK07587,Sunshine Rising,MGMT,Indie,2015,226124,88,1008.6,0.479,0.446,0.77,0.239,0.109,0.288,132,C,Maior,Não,Universal Music
TRK07588,Night,J. Cole,Hip-Hop,2023,255973,96,1200.6,0.661,0.669,0.623,0.215,0.16,0.113,98,F#,Maior,Sim,Interscope
TRK07589,Pain,Lil Wayne,Hip-Hop,2015,243418,18,171.8,0.781,0.474,0.791,0.272,0.111,0.266,66,A#,Menor,Sim,Columbia Records
TRK07590,Hold,Cardi B,Hip-Hop,2021,239169,99,1144.1,0.818,0.862,0.498,0.153,0.198,0.341,105,D#,Maior,Sim,Capitol Records
TRK07591,Forever Believe Stay,Olivia Rodrigo,Pop,2023,178886,81,929.2,0.632,0.825,0.291,0.285,0.117,0.466,82,B,Menor,Não,Sony Music
TRK07592,Goodbye,Red Hot Chili Peppers,Rock,2018,229804,66,798.6,0.671,0.694,0.144,0.476,0.02,0.495,117,B,Maior,Não,Capitol Records
TRK07593,Paradise,Major Lazer,Electronic,2022,263369,56,575.0,0.776,0.902,0.553,0.048,0.061,0.198,108,F#,Menor,Não,RCA Records
TRK07594,Star,Miranda Lambert,Country,2020,204115,68,786.1,0.743,0.639,0.05,0.105,0.314,0.192,88,F,Menor,Sim,Capitol Records
TRK07595,Us Beautiful,Summer Walker,R&B,2025,204572,99,1181.8,0.579,0.387,0.541,0.46,0.215,0.094,119,G#,Maior,Não,Sony Music
TRK07596,Shining Falling Joy,Future,Hip-Hop,2023,190792,83,1012.6,0.789,0.719,0.354,0.358,0.336,0.422,65,B,Menor,Sim,Republic Records
TRK07597,Rain Always,Kanye West,Hip-Hop,2014,244819,57,679.9,0.742,0.68,0.468,0.312,0.095,0.143,80,E,Menor,Sim,Def Jam
TRK07598,Summer,Phoebe Bridgers,Indie,2023,198665,74,865.8,0.636,0.686,0.382,0.336,0.274,0.075,128,F#,Maior,Não,Columbia Records
TRK07599,Tears,Tim McGraw,Country,2015,169941,55,710.6,0.541,0.692,0.368,0.53,0.257,0.069,116,C,Menor,Não,Interscope
TRK07600,Somewhere Dance Alone,Fall Out Boy,Rock,2014,316372,41,422.3,0.479,0.971,0.54,0.405,0.242,0.039,141,D,Menor,Não,Def Jam
TRK07601,Today Broken,Glass Animals,Indie,2022,266031,59,755.3,0.477,0.234,0.768,0.192,0.192,0.172,101,G#,Maior,Não,Universal Music
TRK07602,Sunshine Sun Run,Adele,Pop,2020,222726,49,554.0,0.614,0.93,0.48,0.306,0.217,0.06,131,A,Menor,Sim,Universal Music
TRK07603,We Yours,Bryson Tiller,R&B,2020,264352,84,982.3,0.749,0.456,0.488,0.542,0.237,0.185,103,E,Menor,Sim,Warner Music
TRK07604,Run Apart,Khalid,R&B,2022,192079,51,646.3,0.836,0.494,0.628,0.329,0.103,0.232,104,E,Maior,Não,Interscope
TRK07605,Tu Sonrisa Fiesta,Bad Bunny,Latin,2024,196171,88,1129.8,0.832,0.746,0.552,0.379,0.131,0.209,140,F,Menor,Não,Sony Music
TRK07606,Tomorrow Run,Blake Shelton,Country,2017,222844,55,699.6,0.433,0.774,0.325,0.311,0.097,0.167,115,F,Menor,Não,Capitol Records
TRK07607,Loco Sola,Rauw Alejandro,Latin,2016,248521,77,868.8,0.595,0.938,0.663,0.619,0.208,0.488,119,F#,Maior,Não,Sony Music
TRK07608,Broken Goodbye,Taylor Swift,Pop,2020,135012,53,549.4,0.7,0.583,0.908,0.278,0.033,0.093,135,F#,Maior,Não,Def Jam
TRK07609,Cry Falling Smile,David Guetta,Electronic,2025,177333,49,582.6,0.734,0.897,0.821,0.448,0.156,0.538,153,A,Menor,Não,Def Jam
TRK07610,Better Pain Nothing,Fall Out Boy,Rock,2019,181268,88,1022.6,0.596,0.881,0.301,0.012,0.272,0.088,114,G,Maior,Não,Atlantic Records
TRK07611,Star,Major Lazer,Electronic,2011,142893,54,651.5,0.777,0.99,0.362,0.465,0.17,0.306,137,E,Maior,Não,Columbia Records
TRK07612,Need Stay Beautiful,David Guetta,Electronic,2022,149548,91,1076.7,0.865,0.829,0.581,0.155,0.35,0.051,122,D#,Menor,Não,Def Jam
TRK07613,Sky Hello Gone,Tame Impala,Indie,2025,148689,81,979.1,0.607,0.521,0.247,0.378,0.368,0.144,85,F#,Maior,Não,Universal Music
TRK07614,Star Goodbye Tomorrow,The Weeknd,Rock,2019,220970,61,719.7,0.667,0.99,0.62,0.33,0.15,0.275,159,D#,Maior,Não,Capitol Records
TRK07615,Mine Higher,Shawn Mendes,Pop,2024,243607,54,614.7,0.831,0.711,0.613,0.417,0.106,0.148,133,A,Menor,Não,Def Jam
TRK07616,Young Somewhere,Mac Miller,Indie,2011,210453,32,311.3,0.711,0.521,0.144,0.216,0.185,0.27,104,C#,Maior,Não,RCA Records
TRK07617,Today Soul Laugh,Morgan Wallen,Country,2021,254277,73,844.9,0.576,0.514,0.549,0.237,0.265,0.205,89,G,Maior,Não,Def Jam
TRK07618,Mi Amor Te Quiero,Zion & Lennox,Reggaeton,2020,204606,83,969.4,0.75,0.99,0.599,0.603,0.242,0.054,136,A,Maior,Sim,Universal Music
TRK07619,Thunderous,Red Velvet,K-Pop,2014,235235,48,618.5,0.649,0.69,0.315,0.281,0.268,0.098,122,E,Maior,Não,Atlantic Records
TRK07620,Us Dance,Keith Urban,Country,2023,177832,64,851.7,0.737,0.628,0.48,0.107,0.283,0.217,100,F,Maior,Não,Def Jam
TRK07621,Need Believe Apart,Sabrina Carpenter,Pop,2022,229374,60,656.6,0.714,0.941,0.459,0.055,0.43,0.163,129,C,Maior,Não,Columbia Records
TRK07622,Dark Everything Lonely,J. Cole,Hip-Hop,2022,223832,79,1064.2,0.571,0.87,0.184,0.338,0.173,0.38,107,D,Maior,Sim,Columbia Records
TRK07623,Night,Miranda Lambert,Country,2025,198177,85,931.6,0.532,0.687,0.648,0.585,0.145,0.079,114,F,Menor,Não,Interscope
TRK07624,Burning,Frank Ocean,R&B,2016,180395,66,820.9,0.598,0.572,0.783,0.126,0.194,0.23,102,C,Maior,Sim,Atlantic Records
TRK07625,Falling Rain,Calvin Harris,Electronic,2022,249170,54,603.2,0.762,0.695,0.783,0.18,0.035,0.511,124,B,Menor,Não,Universal Music
TRK07626,Sun,Mac Miller,Indie,2020,231408,68,736.5,0.648,0.533,0.737,0.146,0.34,0.187,125,B,Menor,Não,Universal Music
TRK07627,Soul,Fall Out Boy,Rock,2017,162467,28,388.9,0.34,0.827,0.323,0.317,0.263,0.15,92,A,Menor,Não,Sony Music
TRK07628,Star Summer Rain,Ariana Grande,Pop,2020,235409,71,842.5,0.588,0.94,0.537,0.657,0.36,0.359,117,F#,Menor,Sim,Republic Records
TRK07629,Better Smile Together,Disclosure,Electronic,2025,210232,56,707.2,0.864,0.699,0.635,0.244,0.159,0.163,137,A#,Maior,Não,Universal Music
TRK07630,Together Summer,The Weeknd,Rock,2024,201681,77,985.7,0.637,0.922,0.591,0.082,0.271,0.629,96,F#,Maior,Não,Republic Records
TRK07631,Together,Dua Lipa,Pop,2025,213172,99,1249.5,0.745,0.556,0.268,0.3,0.147,0.057,132,A#,Maior,Não,Interscope
TRK07632,Better,Ed Sheeran,Pop,2021,197840,58,752.5,0.807,0.965,0.371,0.214,0.438,0.07,131,F#,Maior,Não,Universal Music
TRK07633,Apart Young Rising,Frank Ocean,R&B,2022,196250,53,700.3,0.689,0.562,0.514,0.355,0.206,0.508,115,B,Menor,Não,Capitol Records
TRK07634,Heaven Never,Muse,Rock,2013,275480,54,588.8,0.667,0.761,0.509,0.404,0.276,0.213,149,B,Menor,Sim,Atlantic Records
TRK07635,Higher Shining,Major Lazer,Electronic,2017,177111,35,432.8,0.706,0.795,0.678,0.08,0.174,0.319,116,C#,Menor,Não,Atlantic Records
TRK07636,Us Beautiful Tears,Phoebe Bridgers,Indie,2025,243078,80,957.7,0.468,0.635,0.382,0.573,0.186,0.153,135,D#,Maior,Não,Interscope
TRK07637,Corazón Bailando,Wisin & Yandel,Reggaeton,2022,182032,25,278.7,0.672,0.879,0.29,0.379,0.394,0.132,122,A,Menor,Não,Sony Music
TRK07638,Young,Lana Del Rey,Indie,2023,237846,78,971.6,0.324,0.588,0.658,0.053,0.398,0.033,86,F#,Menor,Não,Warner Music
TRK07639,Soul,Florence + The Machine,Indie,2018,148087,44,557.1,0.886,0.528,0.395,0.137,0.03,0.167,105,A#,Menor,Não,Def Jam
TRK07640,Alone Stay,Bryson Tiller,R&B,2017,309903,59,680.5,0.595,0.463,0.073,0.149,0.356,0.173,111,G#,Maior,Não,RCA Records
TRK07641,Hype Boy,BTS,K-Pop,2015,288934,77,907.9,0.596,0.648,0.437,0.174,0.198,0.186,98,A#,Maior,Não,Universal Music
TRK07642,Wild Tears Crazy,Panic! At The Disco,Rock,2016,212190,73,811.2,0.552,0.53,0.679,0.152,0.103,0.197,118,C,Menor,Não,RCA Records
TRK07643,Soul,Taylor Swift,Pop,2018,169796,65,745.4,0.72,0.655,0.649,0.314,0.1,0.14,108,F,Maior,Não,Columbia Records
TRK07644,Apart,Coldplay,Rock,2016,146121,58,644.4,0.402,0.838,0.468,0.187,0.16,0.098,110,F,Menor,Não,Def Jam
TRK07645,Dancing Summer,Arctic Monkeys,Rock,2021,213131,66,798.7,0.466,0.831,0.385,0.147,0.035,0.19,77,F,Maior,Não,Warner Music
TRK07646,Sola,Becky G,Latin,2012,202784,58,709.8,0.772,0.617,0.469,0.625,0.151,0.109,144,A#,Menor,Sim,Universal Music
TRK07647,Goodbye Wild,Hozier,Indie,2011,231567,53,578.2,0.737,0.556,0.841,0.191,0.278,0.177,122,B,Menor,Não,Atlantic Records
TRK07648,Dance Everything,Megan Thee Stallion,Hip-Hop,2022,261034,87,1020.5,0.642,0.568,0.439,0.217,0.161,0.078,108,C#,Menor,Não,Interscope
TRK07649,Sunshine Sky,Marshmello,Electronic,2020,120562,66,858.1,0.742,0.845,0.366,0.261,0.079,0.053,133,F#,Menor,Não,RCA Records
TRK07650,Apart,Phoebe Bridgers,Indie,2019,197695,51,642.4,0.404,0.586,0.568,0.338,0.203,0.235,74,G#,Maior,Não,Republic Records
TRK07651,Joy Gone,"Tyler, The Creator",Hip-Hop,2020,213806,68,840.3,0.636,0.507,0.388,0.208,0.175,0.109,99,C#,Maior,Sim,Atlantic Records
TRK07652,Fiesta,Shakira,Latin,2019,254458,69,797.0,0.749,0.858,0.522,0.381,0.086,0.114,139,C#,Maior,Não,Universal Music
TRK07653,Apart,Sabrina Carpenter,Pop,2021,240988,46,409.6,0.674,0.76,0.52,0.195,0.027,0.377,106,G,Maior,Sim,Interscope
TRK07654,Run,Disclosure,Electronic,2019,181832,31,263.2,0.748,0.762,0.785,0.196,0.351,0.077,110,G#,Menor,Não,Columbia Records
TRK07655,Heaven Hello,Maroon 5,Rock,2013,188568,54,625.1,0.513,0.703,0.393,0.252,0.38,0.064,132,B,Menor,Não,Universal Music
TRK07656,Always Better,Green Day,Rock,2017,236153,68,819.1,0.363,0.837,0.465,0.202,0.476,0.315,120,A,Maior,Não,RCA Records
TRK07657,Wild Star Body,Drake,Hip-Hop,2021,132565,39,402.5,0.655,0.598,0.461,0.203,0.033,0.186,84,B,Menor,Sim,Warner Music
TRK07658,Dame Mi Amor,Manuel Turizo,Latin,2016,262879,65,792.6,0.842,0.831,0.666,0.627,0.188,0.406,108,D,Maior,Não,Sony Music
TRK07659,Sky Wild Always,SZA,R&B,2014,244559,46,542.5,0.685,0.485,0.933,0.148,0.062,0.56,86,C#,Menor,Não,Sony Music
TRK07660,Sun Sky,Florida Georgia Line,Country,2013,182723,70,786.7,0.647,0.723,0.37,0.248,0.263,0.421,123,E,Maior,Sim,Warner Music
TRK07661,Goodbye Tonight Night,Dua Lipa,Pop,2021,224842,63,721.3,0.638,0.685,0.573,0.065,0.048,0.37,138,G#,Maior,Não,Capitol Records
TRK07662,Burning,Tame Impala,Indie,2022,219406,53,707.9,0.61,0.548,0.78,0.15,0.068,0.095,89,A,Maior,Não,Republic Records
TRK07663,Lost Kiss,Major Lazer,Electronic,2015,227796,57,649.6,0.758,0.918,0.616,0.19,0.085,0.072,132,A#,Maior,Não,Republic Records
TRK07664,Corazón,Rosalía,Latin,2011,200940,56,724.9,0.892,0.754,0.175,0.295,0.106,0.121,155,C#,Maior,Não,Def Jam
TRK07665,Free Bright Maybe,Marshmello,Electronic,2021,216640,42,518.6,0.809,0.901,0.421,0.329,0.157,0.219,132,B,Maior,Sim,Def Jam
TRK07666,Light Today,Megan Thee Stallion,Hip-Hop,2024,252368,77,895.1,0.888,0.708,0.6,0.24,0.12,0.208,86,C,Maior,Sim,Independent
TRK07667,Laugh Anywhere Falling,Justin Bieber,Pop,2023,162333,47,581.8,0.715,0.641,0.515,0.417,0.23,0.2,112,G,Maior,Não,Warner Music
TRK07668,Hello Yours,Daniel Caesar,R&B,2017,221575,31,344.5,0.808,0.392,0.658,0.316,0.156,0.124,102,A,Maior,Não,Republic Records
TRK07669,Shining Lost,Bruno Mars,Pop,2022,223074,45,550.4,0.629,0.692,0.382,0.508,0.282,0.031,98,B,Menor,Sim,Republic Records
TRK07670,Lonely Kiss,Frank Ocean,R&B,2020,186039,40,476.9,0.719,0.378,0.629,0.586,0.213,0.436,95,F,Menor,Não,Sony Music
TRK07671,Higher Heaven,Travis Scott,Hip-Hop,2016,201850,57,733.3,0.602,0.588,0.605,0.117,0.266,0.094,91,F,Menor,Sim,Atlantic Records
TRK07672,Heart,MGMT,Indie,2012,191789,63,662.1,0.252,0.449,0.6,0.387,0.041,0.229,135,D,Maior,Não,Capitol Records
TRK07673,Dancing Lonely Touch,Imagine Dragons,Rock,2019,186287,51,530.6,0.423,0.648,0.801,0.19,0.033,0.14,125,A,Menor,Sim,Republic Records
TRK07674,Heart Soul Maybe,Megan Thee Stallion,Hip-Hop,2019,155890,65,762.4,0.759,0.607,0.371,0.236,0.358,0.071,81,F,Menor,Sim,Independent
TRK07675,Kiss Shine Dark,Fall Out Boy,Rock,2020,205145,31,330.0,0.6,0.77,0.46,0.133,0.202,0.021,111,G,Menor,Sim,Capitol Records
TRK07676,Memories Dancing,Martin Garrix,Electronic,2024,202644,37,430.0,0.851,0.542,0.371,0.437,0.382,0.097,129,B,Maior,Não,Def Jam
TRK07677,Anywhere,Katy Perry,Pop,2018,225316,82,1023.1,0.741,0.804,0.654,0.229,0.256,0.293,144,A,Menor,Sim,Warner Music
TRK07678,Pain Run Beautiful,Eminem,Hip-Hop,2021,215245,55,688.0,0.862,0.7,0.823,0.302,0.026,0.284,94,C#,Menor,Sim,Interscope
TRK07679,Falling Laugh Stay,Beyoncé,R&B,2017,174574,63,805.1,0.588,0.488,0.608,0.355,0.129,0.269,112,C,Menor,Sim,RCA Records
TRK07680,Tears,Blake Shelton,Country,2025,172891,71,694.2,0.471,0.772,0.579,0.242,0.227,0.389,100,A,Maior,Não,Interscope
TRK07681,Anywhere Lost Laugh,Drake,Hip-Hop,2018,227913,42,457.6,0.643,0.748,0.69,0.132,0.288,0.17,72,A#,Menor,Sim,Universal Music
TRK07682,Goodbye Feel,Glass Animals,Indie,2025,240366,68,801.7,0.73,0.768,0.37,0.18,0.141,0.553,90,F#,Menor,Não,Warner Music
TRK07683,Mine,Ed Sheeran,Pop,2024,126594,45,590.8,0.832,0.698,0.542,0.414,0.106,0.186,103,G,Maior,Não,Independent
TRK07684,Sola,Bad Bunny,Latin,2018,146517,70,861.2,0.741,0.848,0.74,0.489,0.275,0.13,110,A#,Maior,Não,Republic Records
TRK07685,Kiss Smile,Billie Eilish,Pop,2022,143889,51,610.8,0.642,0.542,0.406,0.186,0.168,0.117,131,C#,Maior,Não,Columbia Records
TRK07686,Tears Yours Angel,Ariana Grande,Pop,2021,274054,66,902.9,0.799,0.883,0.223,0.05,0.264,0.1,112,D,Menor,Sim,Republic Records
TRK07687,Want Gone,Maroon 5,Rock,2021,210261,73,912.2,0.577,0.641,0.412,0.21,0.357,0.317,150,G#,Maior,Não,Interscope
TRK07688,Star Goodbye Sky,Daniel Caesar,R&B,2019,132320,54,651.8,0.769,0.367,0.744,0.117,0.098,0.286,111,A,Menor,Não,Atlantic Records
TRK07689,Rain Yesterday,Florence + The Machine,Indie,2023,194887,77,964.4,0.78,0.372,0.636,0.437,0.137,0.044,88,B,Menor,Não,Sony Music
TRK07690,Better Closer,Eminem,Hip-Hop,2022,216616,68,602.4,0.823,0.719,0.52,0.199,0.224,0.367,131,D,Menor,Não,RCA Records
TRK07691,Moon Always,Ed Sheeran,Pop,2021,232246,44,560.7,0.558,0.752,0.58,0.066,0.228,0.175,115,B,Menor,Não,RCA Records
TRK07692,Reggaetón,Nicky Jam,Latin,2025,255799,59,590.0,0.796,0.772,0.861,0.376,0.105,0.305,104,A,Menor,Não,Interscope
TRK07693,Dark Young,Ed Sheeran,Pop,2023,213379,48,610.8,0.677,0.866,0.623,0.432,0.256,0.19,108,C,Maior,Não,Interscope
TRK07694,Free Stay Young,Sabrina Carpenter,Pop,2010,242456,25,268.7,0.877,0.813,0.805,0.263,0.151,0.138,138,D#,Maior,Não,RCA Records
TRK07695,OMG,BTS,K-Pop,2013,167251,41,581.6,0.866,0.596,0.427,0.374,0.035,0.276,99,F#,Menor,Não,Universal Music
TRK07696,Run Lonely,Paramore,Rock,2018,207965,89,1123.1,0.547,0.792,0.535,0.308,0.488,0.127,149,F#,Maior,Não,Interscope
TRK07697,Lost Pain Summer,Selena Gomez,Pop,2024,212605,82,955.3,0.422,0.63,0.562,0.133,0.233,0.374,119,B,Menor,Não,Republic Records
TRK07698,Joy Kiss Together,The Weeknd,R&B,2021,228241,56,768.1,0.637,0.306,0.615,0.453,0.1,0.221,86,F,Maior,Não,Universal Music
TRK07699,Rising,Avicii,Electronic,2023,173080,100,1182.1,0.862,0.882,0.421,0.334,0.368,0.064,114,G,Maior,Não,Independent
TRK07700,Dark,Kanye West,Hip-Hop,2016,161869,74,921.5,0.661,0.829,0.387,0.32,0.157,0.256,85,G,Menor,Sim,Capitol Records
TRK07701,Believe Bright,Ed Sheeran,Pop,2019,163858,90,1088.7,0.69,0.755,0.339,0.408,0.108,0.078,120,D#,Maior,Não,Columbia Records
TRK07702,Wild,Paramore,Rock,2013,215858,55,761.8,0.771,0.851,0.347,0.103,0.125,0.086,109,B,Maior,Não,Republic Records
TRK07703,Summer Gone,Foo Fighters,Rock,2015,177686,88,954.5,0.416,0.675,0.81,0.234,0.111,0.377,140,G#,Maior,Não,Capitol Records
TRK07704,Alone Night,Megan Thee Stallion,Hip-Hop,2025,176301,91,1012.7,0.65,0.716,0.469,0.276,0.328,0.044,125,A,Maior,Sim,Warner Music
TRK07705,Heaven,Cardi B,Hip-Hop,2013,219695,42,524.1,0.522,0.66,0.633,0.53,0.146,0.061,112,A#,Menor,Não,Def Jam
TRK07706,Mine Sunshine,John Legend,R&B,2016,216032,59,745.8,0.741,0.657,0.822,0.487,0.15,0.342,93,D#,Maior,Não,Republic Records
TRK07707,Everything Dark Bright,Zedd,Electronic,2023,201245,76,885.1,0.827,0.809,0.563,0.58,0.238,0.236,124,D#,Menor,Não,Columbia Records
TRK07708,Touch Light,Phoebe Bridgers,Indie,2024,220291,47,488.4,0.418,0.351,0.459,0.268,0.173,0.035,117,E,Menor,Não,Warner Music
TRK07709,Higher Magic Stronger,Glass Animals,Indie,2012,234928,50,634.5,0.404,0.508,0.618,0.365,0.31,0.099,80,B,Maior,Sim,Universal Music
TRK07710,Everything Hello Shine,Kendrick Lamar,Hip-Hop,2021,196752,48,543.2,0.592,0.611,0.629,0.372,0.181,0.1,89,D,Menor,Não,Atlantic Records
TRK07711,Gone,Cardi B,Hip-Hop,2018,234878,53,627.2,0.735,0.773,0.433,0.124,0.385,0.027,100,A#,Maior,Sim,Warner Music
TRK07712,Summer,Calvin Harris,Electronic,2021,159176,55,730.6,0.755,0.794,0.154,0.452,0.107,0.158,116,F,Maior,Sim,Sony Music
TRK07713,Lonely,Sabrina Carpenter,Pop,2010,126911,88,1051.1,0.766,0.68,0.532,0.116,0.088,0.126,110,E,Maior,Não,Def Jam
TRK07714,Somewhere Shine Maybe,J. Cole,Hip-Hop,2024,274036,40,460.6,0.729,0.608,0.493,0.141,0.116,0.051,92,A#,Menor,Sim,Universal Music
TRK07715,Loco,Karol G,Latin,2020,164381,52,495.9,0.797,0.845,0.434,0.431,0.384,0.34,116,C#,Menor,Não,Def Jam
TRK07716,Need Heaven,Kanye West,Hip-Hop,2024,225879,46,509.6,0.745,0.78,0.476,0.308,0.102,0.095,100,D,Maior,Não,Interscope
TRK07717,Reggaetón,Nicky Jam,Latin,2015,218148,43,482.6,0.599,0.99,0.446,0.568,0.269,0.131,135,C,Menor,Não,Interscope
TRK07718,Body,"Tyler, The Creator",Hip-Hop,2020,245493,59,729.7,0.604,0.792,0.42,0.384,0.118,0.166,78,F#,Maior,Sim,Sony Music
TRK07719,Yours,Khalid,R&B,2022,219960,62,796.4,0.734,0.505,0.704,0.567,0.079,0.257,113,G#,Menor,Não,Sony Music
TRK07720,Forever Shining,Giveon,R&B,2023,180766,74,1014.9,0.861,0.469,0.679,0.154,0.121,0.376,100,F#,Menor,Não,Capitol Records
TRK07721,Us Mind,Linkin Park,Rock,2012,140887,91,1050.3,0.503,0.635,0.741,0.185,0.145,0.059,107,E,Menor,Não,Columbia Records
TRK07722,Yesterday Better Yours,Chris Stapleton,Country,2024,256046,76,943.4,0.473,0.636,0.403,0.201,0.116,0.085,97,C#,Maior,Não,Interscope
TRK07723,Crazy,Drake,Hip-Hop,2021,183511,65,779.8,0.859,0.653,0.114,0.166,0.056,0.131,107,A,Maior,Sim,Columbia Records
TRK07724,Want,Morgan Wallen,Country,2018,190729,67,823.8,0.52,0.547,0.47,0.07,0.42,0.099,116,D,Menor,Não,Universal Music
TRK07725,Summer Tomorrow,Ariana Grande,Pop,2022,237420,77,849.5,0.791,0.684,0.105,0.144,0.063,0.163,122,C,Menor,Não,Warner Music
TRK07726,Dance Shadow,Travis Scott,Hip-Hop,2011,244144,50,687.6,0.603,0.648,0.703,0.482,0.09,0.174,94,C#,Menor,Sim,Warner Music
TRK07727,Closer Falling Stay,Green Day,Rock,2010,202149,75,1015.8,0.616,0.788,0.619,0.333,0.191,0.366,138,G,Maior,Não,Independent
TRK07728,Stronger Feel Sun,21 Savage,Hip-Hop,2016,201026,76,912.8,0.834,0.568,0.143,0.016,0.161,0.306,87,F#,Maior,Sim,Sony Music
TRK07729,Body Sun,Zedd,Electronic,2013,303712,78,957.1,0.855,0.839,0.392,0.256,0.255,0.043,122,A,Menor,Não,Capitol Records
TRK07730,Goodbye Touch,Megan Thee Stallion,Hip-Hop,2025,181259,66,718.2,0.82,0.703,0.376,0.282,0.257,0.086,105,D#,Menor,Sim,Capitol Records
TRK07731,Gone Feel,21 Savage,Hip-Hop,2020,188530,35,437.8,0.698,0.378,0.69,0.371,0.448,0.02,97,E,Maior,Sim,Atlantic Records
TRK07732,Shine Apart,Imagine Dragons,Rock,2022,230739,63,778.9,0.478,0.74,0.663,0.128,0.326,0.126,109,E,Maior,Sim,Def Jam
TRK07733,Soul Everything,Bruno Mars,Pop,2011,239473,70,794.3,0.729,0.638,0.482,0.362,0.347,0.112,110,E,Maior,Não,Universal Music
TRK07734,Pink Venom,NewJeans,K-Pop,2018,260585,56,583.0,0.72,0.675,0.424,0.348,0.496,0.169,111,B,Maior,Não,Warner Music
TRK07735,Pain Young Magic,Daft Punk,Electronic,2014,196004,64,766.4,0.756,0.769,0.652,0.486,0.195,0.305,122,G,Maior,Não,Def Jam
TRK07736,Bright,Olivia Rodrigo,Pop,2015,178525,57,642.1,0.778,0.626,0.742,0.088,0.02,0.429,86,F#,Maior,Sim,Capitol Records
TRK07737,Kiss Angel,Diplo,Electronic,2023,248998,83,938.2,0.765,0.64,0.594,0.207,0.145,0.206,118,F,Maior,Sim,Columbia Records
TRK07738,Fancy,LE SSERAFIM,K-Pop,2022,207294,80,1082.5,0.716,0.803,0.289,0.567,0.241,0.245,137,C,Menor,Não,Columbia Records
TRK07739,Smile,Green Day,Rock,2021,183770,91,1141.1,0.567,0.637,0.598,0.403,0.061,0.047,118,F#,Maior,Não,Capitol Records
TRK07740,Tonight Bright,Morgan Wallen,Country,2024,243938,45,600.7,0.703,0.65,0.421,0.281,0.17,0.139,85,C,Maior,Não,Republic Records
TRK07741,Moon Sky,Twenty One Pilots,Rock,2018,234459,55,681.2,0.606,0.859,0.096,0.132,0.207,0.323,137,D,Menor,Não,Sony Music
TRK07742,Anywhere Body,Sabrina Carpenter,Pop,2023,195978,78,976.2,0.61,0.576,0.2,0.188,0.06,0.207,103,D#,Menor,Não,Republic Records
TRK07743,Gone,Katy Perry,Pop,2023,182991,89,1007.2,0.647,0.694,0.683,0.139,0.048,0.228,93,E,Maior,Não,Universal Music
TRK07744,Us Dance,Bryson Tiller,R&B,2021,188946,41,603.4,0.725,0.548,0.644,0.141,0.365,0.078,104,E,Maior,Não,Interscope
TRK07745,Always Run Shining,Harry Styles,Pop,2024,183294,83,1030.2,0.747,0.458,0.369,0.041,0.31,0.139,123,F#,Maior,Sim,RCA Records
TRK07746,Maybe Young Body,J. Cole,Hip-Hop,2025,200177,48,576.9,0.752,0.697,0.74,0.416,0.48,0.079,80,F,Menor,Sim,Universal Music
TRK07747,Young Crazy,Dua Lipa,Pop,2018,223441,49,675.8,0.733,0.635,0.162,0.242,0.234,0.17,137,D#,Maior,Não,RCA Records
TRK07748,Mi Amor Dame,Sebastián Yatra,Latin,2023,241953,36,418.7,0.621,0.743,0.301,0.22,0.18,0.087,119,C,Maior,Sim,Sony Music
TRK07749,Apart Dance,Zedd,Electronic,2015,222598,41,468.9,0.881,0.813,0.773,0.517,0.163,0.318,105,B,Menor,Não,Universal Music
